state_name,district_name,disability,age_group,male,female,other,total
Karnataka,Bengaluru Rural,Multiple Disabilities,15-35,165,78,0,243
Karnataka,Bengaluru Rural,Multiple Disabilities,35-60,221,107,0,328
Karnataka,Bengaluru Rural,Multiple Disabilities,60-80,58,21,0,79
Karnataka,Bengaluru Rural,Multiple Disabilities,80+,4,1,0,5
Karnataka,Bengaluru Rural,Multiple Sclerosis,Jun-15,2,1,0,3
Karnataka,Bengaluru Rural,Multiple Sclerosis,15-35,4,5,0,9
Karnataka,Bengaluru Rural,Multiple Sclerosis,35-60,3,3,0,6
Karnataka,Bengaluru Rural,Multiple Sclerosis,60-80,1,1,0,2
Karnataka,Bengaluru Rural,Muscular Dystrophy,0-6,0,0,0,0
Karnataka,Bengaluru Rural,Muscular Dystrophy,Jun-15,4,1,0,5
Karnataka,Bengaluru Rural,Muscular Dystrophy,15-35,10,3,0,13
Karnataka,Bengaluru Rural,Muscular Dystrophy,35-60,12,7,0,19
Karnataka,Bengaluru Rural,Muscular Dystrophy,60-80,5,1,0,6
Karnataka,Bengaluru Rural,Parkinson'S Disease,15-35,1,1,0,2
Karnataka,Bengaluru Rural,Parkinson'S Disease,35-60,5,3,0,8
Karnataka,Bengaluru Rural,Parkinson'S Disease,60-80,3,2,0,5
Karnataka,Bengaluru Rural,Parkinson'S Disease,80+,0,1,0,1
Karnataka,Bengaluru Rural,Sickle Cell Disease,15-35,0,0,0,0
Karnataka,Bengaluru Rural,Specific Learning Disabilities,0-6,0,0,0,0
Karnataka,Bengaluru Rural,Specific Learning Disabilities,Jun-15,2,1,0,3
Karnataka,Bengaluru Rural,Specific Learning Disabilities,15-35,1,0,0,1
Karnataka,Bengaluru Rural,Specific Learning Disabilities,35-60,0,0,0,0
Karnataka,Bengaluru Rural,Speech And Language Disability,0-6,0,1,0,1
Karnataka,Bengaluru Rural,Speech And Language Disability,Jun-15,6,11,0,17
Karnataka,Bengaluru Rural,Speech And Language Disability,15-35,15,2,0,17
Karnataka,Bengaluru Rural,Speech And Language Disability,35-60,12,6,0,18
Karnataka,Bengaluru Rural,Speech And Language Disability,60-80,1,1,0,2
Karnataka,Bengaluru Rural,Speech And Language Disability,80+,1,0,0,1
Karnataka,Bengaluru Rural,Thalassemia,15-35,2,0,0,2
Karnataka,Bengaluru Rural,Thalassemia,35-60,0,2,0,2
Karnataka,Bengaluru Urban,Acid Attack Victim,Jun-15,4,0,0,4
Karnataka,Bengaluru Urban,Acid Attack Victim,15-35,4,4,0,8
Karnataka,Bengaluru Urban,Acid Attack Victim,35-60,7,16,0,23
Karnataka,Bengaluru Urban,Acid Attack Victim,60-80,2,3,0,5
Karnataka,Bengaluru Urban,Autism Spectrum Disorder,0-6,29,7,0,36
Karnataka,Bengaluru Urban,Autism Spectrum Disorder,Jun-15,601,124,0,725
Karnataka,Bengaluru Urban,Autism Spectrum Disorder,15-35,369,67,0,436
Karnataka,Bengaluru Urban,Autism Spectrum Disorder,35-60,11,7,0,18
Karnataka,Bengaluru Urban,Autism Spectrum Disorder,60-80,3,0,0,3
Karnataka,Bengaluru Urban,Blindness,0-6,1,4,0,5
Karnataka,Bengaluru Urban,Blindness,Jun-15,76,75,0,151
Karnataka,Bengaluru Urban,Blindness,15-35,531,338,0,869
Karnataka,Bengaluru Urban,Blindness,35-60,1171,690,0,1861
Karnataka,Bengaluru Urban,Blindness,60-80,386,122,0,508
Karnataka,Bengaluru Urban,Blindness,80+,35,7,0,42
Karnataka,Bengaluru Urban,Cerebral Palsy,0-6,29,11,0,40
Karnataka,Bengaluru Urban,Cerebral Palsy,Jun-15,141,88,0,229
Karnataka,Bengaluru Urban,Cerebral Palsy,15-35,246,152,0,398
Karnataka,Bengaluru Urban,Cerebral Palsy,35-60,141,54,0,195
Karnataka,Bengaluru Urban,Cerebral Palsy,60-80,22,5,0,27
Karnataka,Bengaluru Urban,Chronic Neurological Conditions,0-6,9,8,0,17
Karnataka,Bengaluru Urban,Chronic Neurological Conditions,Jun-15,59,32,0,91
Karnataka,Bengaluru Urban,Chronic Neurological Conditions,15-35,142,91,0,233
Karnataka,Bengaluru Urban,Chronic Neurological Conditions,35-60,394,102,0,496
Karnataka,Bengaluru Urban,Chronic Neurological Conditions,60-80,115,22,0,137
Karnataka,Bengaluru Urban,Chronic Neurological Conditions,80+,7,4,0,11
Karnataka,Bengaluru Urban,Dwarfism,0-6,1,1,0,2
Karnataka,Bengaluru Urban,Dwarfism,Jun-15,4,5,0,9
Karnataka,Bengaluru Urban,Dwarfism,15-35,34,38,0,72
Karnataka,Bengaluru Urban,Dwarfism,35-60,33,37,0,70
Karnataka,Bengaluru Urban,Dwarfism,60-80,3,3,0,6
Karnataka,Bengaluru Urban,Hearing Impairment,0-6,50,37,0,87
Karnataka,Bengaluru Urban,Hearing Impairment,Jun-15,411,344,0,755
Karnataka,Bengaluru Urban,Hearing Impairment,15-35,1127,855,0,1982
Karnataka,Bengaluru Urban,Hearing Impairment,35-60,1354,887,0,2241
Karnataka,Bengaluru Urban,Hearing Impairment,60-80,583,176,0,759
Karnataka,Bengaluru Urban,Hearing Impairment,80+,69,10,0,79
Karnataka,Bengaluru Urban,Hemophilia,0-6,1,0,0,1
Karnataka,Bengaluru Urban,Hemophilia,Jun-15,7,0,0,7
Karnataka,Bengaluru Urban,Hemophilia,15-35,36,1,0,37
Karnataka,Bengaluru Urban,Hemophilia,35-60,18,3,0,21
Karnataka,Bengaluru Urban,Hemophilia,60-80,3,1,0,4
Karnataka,Bengaluru Urban,Intellectual Disability,0-6,128,64,0,192
Karnataka,Bengaluru Urban,Intellectual Disability,Jun-15,1629,1094,1,2724
Karnataka,Bengaluru Urban,Intellectual Disability,15-35,3625,2086,1,5712
Karnataka,Bengaluru Urban,Intellectual Disability,35-60,879,644,1,1524
Karnataka,Bengaluru Urban,Intellectual Disability,60-80,60,42,0,102
Karnataka,Bengaluru Urban,Intellectual Disability,80+,1,1,0,2
Karnataka,Bengaluru Urban,Leprosy Cured,Jun-15,1,0,0,1
Karnataka,Bengaluru Urban,Leprosy Cured,15-35,5,0,0,5
Karnataka,Bengaluru Urban,Leprosy Cured,35-60,15,3,0,18
Karnataka,Bengaluru Urban,Leprosy Cured,60-80,10,0,0,10
Karnataka,Bengaluru Urban,Leprosy Cured,80+,0,1,0,1
Karnataka,Bengaluru Urban,Locomotor Disability,0-6,35,29,0,64
Karnataka,Bengaluru Urban,Locomotor Disability,Jun-15,439,289,0,728
Karnataka,Bengaluru Urban,Locomotor Disability,15-35,2085,1188,0,3273
Karnataka,Bengaluru Urban,Locomotor Disability,35-60,8000,3379,4,11383
Karnataka,Bengaluru Urban,Locomotor Disability,60-80,2711,551,0,3262
Karnataka,Bengaluru Urban,Locomotor Disability,80+,134,27,0,161
Karnataka,Bengaluru Urban,Low Vision,0-6,0,0,0,0
Karnataka,Bengaluru Urban,Low Vision,Jun-15,39,19,0,58
Karnataka,Bengaluru Urban,Low Vision,15-35,189,98,0,287
Karnataka,Bengaluru Urban,Low Vision,35-60,200,103,0,303
Karnataka,Bengaluru Urban,Low Vision,60-80,57,14,0,71
Karnataka,Bengaluru Urban,Low Vision,80+,4,3,0,7
Karnataka,Bengaluru Urban,Mental Illness,0-6,2,3,0,5
Karnataka,Bengaluru Urban,Mental Illness,Jun-15,56,38,0,94
Karnataka,Bengaluru Urban,Mental Illness,15-35,578,274,0,852
Karnataka,Bengaluru Urban,Mental Illness,35-60,981,653,0,1634
Karnataka,Bengaluru Urban,Mental Illness,60-80,132,118,0,250
Karnataka,Bengaluru Urban,Mental Illness,80+,5,1,0,6
Karnataka,Bengaluru Urban,Multiple Disabilities,0-6,30,20,0,50
Karnataka,Bengaluru Urban,Multiple Disabilities,Jun-15,426,197,0,623
Karnataka,Bengaluru Urban,Multiple Disabilities,15-35,559,320,1,880
Karnataka,Bengaluru Urban,Multiple Disabilities,35-60,251,124,0,375
Karnataka,Bengaluru Urban,Multiple Disabilities,60-80,57,15,0,72
Karnataka,Bengaluru Urban,Multiple Disabilities,80+,4,1,0,5
Karnataka,Bengaluru Urban,Multiple Sclerosis,0-6,0,0,0,0
Karnataka,Bengaluru Urban,Multiple Sclerosis,Jun-15,1,2,0,3
Karnataka,Bengaluru Urban,Multiple Sclerosis,15-35,9,4,0,13
Karnataka,Bengaluru Urban,Multiple Sclerosis,35-60,24,25,0,49
Karnataka,Bengaluru Urban,Multiple Sclerosis,60-80,8,0,0,8
Karnataka,Bengaluru Urban,Muscular Dystrophy,0-6,3,3,0,6
Karnataka,Bengaluru Urban,Muscular Dystrophy,Jun-15,37,6,0,43
Karnataka,Bengaluru Urban,Muscular Dystrophy,15-35,77,30,0,107
Karnataka,Bengaluru Urban,Muscular Dystrophy,35-60,68,23,0,91
Karnataka,Bengaluru Urban,Muscular Dystrophy,60-80,19,3,0,22
Karnataka,Bengaluru Urban,Muscular Dystrophy,80+,0,0,0,0
Karnataka,Bengaluru Urban,Parkinson'S Disease,15-35,0,2,0,2
Karnataka,Bengaluru Urban,Parkinson'S Disease,35-60,3,2,0,5
Karnataka,Bengaluru Urban,Parkinson'S Disease,60-80,5,2,0,7
Karnataka,Bengaluru Urban,Sickle Cell Disease,Jun-15,1,0,0,1
Karnataka,Bengaluru Urban,Sickle Cell Disease,15-35,0,1,0,1
Karnataka,Bengaluru Urban,Sickle Cell Disease,35-60,2,0,0,2
Karnataka,Bengaluru Urban,Sickle Cell Disease,60-80,0,0,0,0
Karnataka,Bengaluru Urban,Specific Learning Disabilities,0-6,0,0,0,0
Karnataka,Bengaluru Urban,Specific Learning Disabilities,Jun-15,3,1,0,4
Karnataka,Bengaluru Urban,Specific Learning Disabilities,15-35,30,7,0,37
Karnataka,Bengaluru Urban,Specific Learning Disabilities,35-60,2,1,0,3
Karnataka,Bengaluru Urban,Speech And Language Disability,0-6,1,0,0,1
Karnataka,Bengaluru Urban,Speech And Language Disability,Jun-15,12,6,0,18
Karnataka,Bengaluru Urban,Speech And Language Disability,15-35,20,10,0,30
Karnataka,Bengaluru Urban,Speech And Language Disability,35-60,14,5,0,19
Karnataka,Bengaluru Urban,Speech And Language Disability,60-80,11,2,0,13
Karnataka,Bengaluru Urban,Speech And Language Disability,80+,1,0,0,1
Karnataka,Bengaluru Urban,Thalassemia,0-6,1,1,0,2
Karnataka,Bengaluru Urban,Thalassemia,Jun-15,8,10,0,18
Karnataka,Bengaluru Urban,Thalassemia,15-35,17,19,0,36
Karnataka,Bengaluru Urban,Thalassemia,35-60,2,0,0,2
Karnataka,Bengaluru Urban,Thalassemia,60-80,1,0,0,1
Karnataka,Bidar,Acid Attack Victim,Jun-15,1,1,0,2
Karnataka,Bidar,Acid Attack Victim,15-35,6,2,0,8
Karnataka,Bidar,Acid Attack Victim,35-60,12,4,0,16
Karnataka,Bidar,Acid Attack Victim,60-80,4,0,0,4
Karnataka,Bidar,Acid Attack Victim,80+,1,0,0,1
Karnataka,Bidar,Autism Spectrum Disorder,0-6,15,11,0,26
Karnataka,Bidar,Autism Spectrum Disorder,Jun-15,9,1,0,10
Karnataka,Bidar,Autism Spectrum Disorder,15-35,6,1,0,7
Karnataka,Bidar,Autism Spectrum Disorder,35-60,2,1,0,3
Karnataka,Bidar,Autism Spectrum Disorder,60-80,0,1,0,1
Karnataka,Bidar,Blindness,0-6,5,8,0,13
Karnataka,Bidar,Blindness,Jun-15,42,47,1,90
Karnataka,Bidar,Blindness,15-35,318,225,0,543
Karnataka,Bidar,Blindness,35-60,510,238,0,748
Karnataka,Bidar,Blindness,60-80,193,94,0,287
Karnataka,Bidar,Blindness,80+,19,8,0,27
Karnataka,Bidar,Cerebral Palsy,0-6,18,5,1,24
Karnataka,Bidar,Cerebral Palsy,Jun-15,47,24,0,71
Karnataka,Bidar,Cerebral Palsy,15-35,40,18,0,58
Karnataka,Bidar,Cerebral Palsy,35-60,138,23,0,161
Karnataka,Bidar,Cerebral Palsy,60-80,32,4,0,36
Karnataka,Bidar,Cerebral Palsy,80+,1,0,0,1
Karnataka,Bidar,Chronic Neurological Conditions,0-6,1,0,0,1
Karnataka,Bidar,Chronic Neurological Conditions,Jun-15,1,1,0,2
Karnataka,Bidar,Chronic Neurological Conditions,15-35,41,12,0,53
Karnataka,Bidar,Chronic Neurological Conditions,35-60,215,41,0,256
Karnataka,Bidar,Chronic Neurological Conditions,60-80,60,5,0,65
Karnataka,Bidar,Chronic Neurological Conditions,80+,3,1,0,4
Karnataka,Bidar,Dwarfism,0-6,0,1,0,1
Karnataka,Bidar,Dwarfism,Jun-15,3,5,0,8
Karnataka,Bidar,Dwarfism,15-35,17,32,0,49
Karnataka,Bidar,Dwarfism,35-60,19,18,0,37
Karnataka,Bidar,Dwarfism,60-80,5,3,0,8
Karnataka,Bidar,Dwarfism,80+,3,0,0,3
Karnataka,Bidar,Hearing Impairment,0-6,19,16,0,35
Karnataka,Bidar,Hearing Impairment,Jun-15,113,97,0,210
Karnataka,Bidar,Hearing Impairment,15-35,251,201,0,452
Karnataka,Bidar,Hearing Impairment,35-60,283,161,0,444
Karnataka,Bidar,Hearing Impairment,60-80,56,26,0,82
Karnataka,Bidar,Hearing Impairment,80+,6,0,0,6
Karnataka,Bidar,Hemophilia,0-6,5,0,0,5
Karnataka,Bidar,Hemophilia,Jun-15,10,1,0,11
Karnataka,Bidar,Hemophilia,15-35,14,8,0,22
Karnataka,Bidar,Hemophilia,35-60,51,9,0,60
Karnataka,Bidar,Hemophilia,60-80,17,1,0,18
Karnataka,Bidar,Hemophilia,80+,1,1,0,2
Karnataka,Bidar,Intellectual Disability,0-6,29,16,0,45
Karnataka,Bidar,Intellectual Disability,Jun-15,232,129,0,361
Karnataka,Bidar,Intellectual Disability,15-35,310,172,0,482
Karnataka,Bidar,Intellectual Disability,35-60,78,56,0,134
Karnataka,Bidar,Intellectual Disability,60-80,3,5,0,8
Karnataka,Bidar,Intellectual Disability,80+,0,1,0,1
Karnataka,Bidar,Leprosy Cured,0-6,0,0,0,0
Karnataka,Bidar,Leprosy Cured,Jun-15,1,0,0,1
Karnataka,Bidar,Leprosy Cured,15-35,10,7,0,17
Karnataka,Bidar,Leprosy Cured,35-60,35,13,0,48
Karnataka,Bidar,Leprosy Cured,60-80,42,20,0,62
Karnataka,Bidar,Leprosy Cured,80+,4,2,0,6
Karnataka,Bidar,Locomotor Disability,0-6,71,40,0,111
Karnataka,Bidar,Locomotor Disability,Jun-15,467,309,0,776
Karnataka,Bidar,Locomotor Disability,15-35,2061,1188,2,3251
Karnataka,Bidar,Locomotor Disability,35-60,5488,2176,0,7664
Karnataka,Bidar,Locomotor Disability,60-80,1289,348,0,1637
Karnataka,Bidar,Locomotor Disability,80+,100,22,0,122
Karnataka,Bidar,Low Vision,0-6,2,0,0,2
Karnataka,Bidar,Low Vision,Jun-15,27,17,0,44
Karnataka,Bidar,Low Vision,15-35,122,64,0,186
Karnataka,Bidar,Low Vision,35-60,99,55,0,154
Karnataka,Bidar,Low Vision,60-80,39,11,0,50
Karnataka,Bidar,Low Vision,80+,6,1,0,7
Karnataka,Bidar,Mental Illness,0-6,21,13,0,34
Karnataka,Bidar,Mental Illness,Jun-15,245,156,0,401
Karnataka,Bidar,Mental Illness,15-35,498,393,0,891
Karnataka,Bidar,Mental Illness,35-60,312,218,0,530
Karnataka,Bidar,Mental Illness,60-80,25,10,0,35
Karnataka,Bidar,Mental Illness,80+,3,1,0,4
Karnataka,Bidar,Multiple Disabilities,0-6,7,4,0,11
Karnataka,Bidar,Multiple Disabilities,Jun-15,101,77,0,178
Karnataka,Bidar,Multiple Disabilities,15-35,227,179,0,406
Karnataka,Bidar,Multiple Disabilities,35-60,195,86,0,281
Karnataka,Bidar,Multiple Disabilities,60-80,43,3,0,46
Karnataka,Bidar,Multiple Disabilities,80+,3,0,0,3
Karnataka,Bidar,Multiple Sclerosis,0-6,0,1,0,1
Karnataka,Bidar,Multiple Sclerosis,Jun-15,1,2,0,3
Karnataka,Bidar,Multiple Sclerosis,15-35,7,4,0,11
Karnataka,Bidar,Multiple Sclerosis,35-60,16,1,0,17
Karnataka,Bidar,Multiple Sclerosis,60-80,5,0,0,5
Karnataka,Bidar,Muscular Dystrophy,0-6,3,2,0,5
Karnataka,Bidar,Muscular Dystrophy,Jun-15,17,4,0,21
Karnataka,Bidar,Muscular Dystrophy,15-35,40,19,0,59
Karnataka,Bidar,Muscular Dystrophy,35-60,52,11,0,63
Karnataka,Bidar,Muscular Dystrophy,60-80,24,4,0,28
Karnataka,Bidar,Muscular Dystrophy,80+,2,0,0,2
Karnataka,Bidar,Parkinson'S Disease,15-35,2,1,0,3
Karnataka,Bidar,Parkinson'S Disease,35-60,3,2,0,5
Karnataka,Bidar,Parkinson'S Disease,60-80,2,0,0,2
Karnataka,Bidar,Sickle Cell Disease,Jun-15,0,0,0,0
Karnataka,Bidar,Sickle Cell Disease,15-35,1,1,0,2
Karnataka,Bidar,Sickle Cell Disease,35-60,4,3,0,7
Karnataka,Bidar,Sickle Cell Disease,60-80,1,0,0,1
Karnataka,Bidar,Specific Learning Disabilities,Jun-15,0,0,0,0
Karnataka,Bidar,Specific Learning Disabilities,15-35,4,2,0,6
Karnataka,Bidar,Specific Learning Disabilities,35-60,5,1,0,6
Karnataka,Bidar,Specific Learning Disabilities,60-80,0,1,0,1
Karnataka,Bidar,Specific Learning Disabilities,80+,1,0,0,1
Karnataka,Bidar,Speech And Language Disability,0-6,2,1,0,3
Karnataka,Bidar,Speech And Language Disability,Jun-15,37,34,0,71
Karnataka,Bidar,Speech And Language Disability,15-35,88,71,0,159
Karnataka,Bidar,Speech And Language Disability,35-60,57,32,0,89
Karnataka,Bidar,Speech And Language Disability,60-80,13,6,0,19
Karnataka,Bidar,Speech And Language Disability,80+,0,0,0,0
Karnataka,Bidar,Thalassemia,0-6,1,1,0,2
Karnataka,Bidar,Thalassemia,Jun-15,5,6,0,11
Karnataka,Bidar,Thalassemia,15-35,4,1,0,5
Karnataka,Bidar,Thalassemia,35-60,3,1,0,4
Karnataka,Bidar,Thalassemia,60-80,0,0,0,0
Karnataka,Chamarajanagara,Acid Attack Victim,15-35,0,2,0,2
Karnataka,Chamarajanagara,Acid Attack Victim,35-60,4,3,0,7
Karnataka,Chamarajanagara,Autism Spectrum Disorder,Jun-15,0,0,0,0
Karnataka,Chamarajanagara,Autism Spectrum Disorder,15-35,0,1,0,1
Karnataka,Chamarajanagara,Autism Spectrum Disorder,35-60,2,1,0,3
Karnataka,Chamarajanagara,Autism Spectrum Disorder,80+,1,0,0,1
Karnataka,Chamarajanagara,Blindness,0-6,3,2,0,5
Karnataka,Chamarajanagara,Blindness,Jun-15,56,35,0,91
Karnataka,Chamarajanagara,Blindness,15-35,354,283,0,637
Karnataka,Chamarajanagara,Blindness,35-60,926,624,0,1550
Karnataka,Chamarajanagara,Blindness,60-80,330,183,0,513
Karnataka,Chamarajanagara,Blindness,80+,21,7,0,28
Karnataka,Chamarajanagara,Cerebral Palsy,0-6,15,10,0,25
Karnataka,Chamarajanagara,Cerebral Palsy,Jun-15,72,35,0,107
Karnataka,Chamarajanagara,Cerebral Palsy,15-35,62,40,0,102
Karnataka,Chamarajanagara,Cerebral Palsy,35-60,11,4,0,15
Karnataka,Chamarajanagara,Cerebral Palsy,60-80,1,2,0,3
Karnataka,Chamarajanagara,Cerebral Palsy,80+,0,1,0,1
Karnataka,Chamarajanagara,Chronic Neurological Conditions,Jun-15,1,0,0,1
Karnataka,Chamarajanagara,Chronic Neurological Conditions,15-35,12,8,0,20
Karnataka,Chamarajanagara,Chronic Neurological Conditions,35-60,161,24,0,185
Karnataka,Chamarajanagara,Chronic Neurological Conditions,60-80,67,15,0,82
Karnataka,Chamarajanagara,Chronic Neurological Conditions,80+,1,1,0,2
Karnataka,Chamarajanagara,Dwarfism,Jun-15,3,4,0,7
Karnataka,Chamarajanagara,Dwarfism,15-35,23,31,0,54
Karnataka,Chamarajanagara,Dwarfism,35-60,7,25,0,32
Karnataka,Chamarajanagara,Dwarfism,60-80,2,3,0,5
Karnataka,Chamarajanagara,Hearing Impairment,0-6,9,3,0,12
Karnataka,Chamarajanagara,Hearing Impairment,Jun-15,66,37,0,103
Karnataka,Chamarajanagara,Hearing Impairment,15-35,206,166,0,372
Karnataka,Chamarajanagara,Hearing Impairment,35-60,222,139,0,361
Karnataka,Chamarajanagara,Hearing Impairment,60-80,64,26,0,90
Karnataka,Chamarajanagara,Hearing Impairment,80+,1,1,0,2
Karnataka,Chamarajanagara,Hemophilia,0-6,0,0,0,0
Karnataka,Chamarajanagara,Hemophilia,Jun-15,2,0,0,2
Karnataka,Chamarajanagara,Hemophilia,15-35,7,0,0,7
Karnataka,Chamarajanagara,Hemophilia,35-60,0,0,0,0
Karnataka,Chamarajanagara,Hemophilia,60-80,2,0,0,2
Karnataka,Chamarajanagara,Hemophilia,80+,1,0,0,1
Karnataka,Chamarajanagara,Intellectual Disability,0-6,7,3,0,10
Karnataka,Chamarajanagara,Intellectual Disability,Jun-15,110,96,0,206
Karnataka,Chamarajanagara,Intellectual Disability,15-35,389,285,0,674
Karnataka,Chamarajanagara,Intellectual Disability,35-60,181,146,0,327
Karnataka,Chamarajanagara,Intellectual Disability,60-80,13,3,0,16
Karnataka,Chamarajanagara,Leprosy Cured,15-35,2,1,0,3
Karnataka,Chamarajanagara,Leprosy Cured,35-60,9,4,0,13
Karnataka,Chamarajanagara,Leprosy Cured,60-80,12,0,0,12
Karnataka,Chamarajanagara,Leprosy Cured,80+,0,1,0,1
Karnataka,Chamarajanagara,Locomotor Disability,0-6,31,17,0,48
Karnataka,Chamarajanagara,Locomotor Disability,Jun-15,325,203,0,528
Karnataka,Chamarajanagara,Locomotor Disability,15-35,1324,711,1,2036
Karnataka,Chamarajanagara,Locomotor Disability,35-60,4175,1897,0,6072
Karnataka,Chamarajanagara,Locomotor Disability,60-80,1517,475,0,1992
Karnataka,Chamarajanagara,Locomotor Disability,80+,103,22,0,125
Karnataka,Chamarajanagara,Low Vision,0-6,0,2,0,2
Karnataka,Chamarajanagara,Low Vision,Jun-15,37,27,0,64
Karnataka,Chamarajanagara,Low Vision,15-35,154,103,0,257
Karnataka,Chamarajanagara,Low Vision,35-60,328,220,0,548
Karnataka,Chamarajanagara,Low Vision,60-80,63,25,0,88
Karnataka,Chamarajanagara,Low Vision,80+,2,1,0,3
Karnataka,Chamarajanagara,Mental Illness,0-6,0,0,0,0
Karnataka,Chamarajanagara,Mental Illness,Jun-15,15,9,0,24
Karnataka,Chamarajanagara,Mental Illness,15-35,86,71,0,157
Karnataka,Chamarajanagara,Mental Illness,35-60,140,85,0,225
Karnataka,Chamarajanagara,Mental Illness,60-80,18,6,0,24
Karnataka,Chamarajanagara,Mental Illness,80+,1,0,0,1
Karnataka,Chamarajanagara,Multiple Disabilities,0-6,0,0,0,0
Karnataka,Chamarajanagara,Multiple Disabilities,Jun-15,17,11,0,28
Karnataka,Chamarajanagara,Multiple Disabilities,15-35,67,66,0,133
Karnataka,Chamarajanagara,Multiple Disabilities,35-60,72,47,0,119
Karnataka,Chamarajanagara,Multiple Disabilities,60-80,14,6,0,20
Karnataka,Chamarajanagara,Multiple Disabilities,80+,0,1,0,1
Karnataka,Chamarajanagara,Multiple Sclerosis,0-6,0,0,0,0
Karnataka,Chamarajanagara,Multiple Sclerosis,15-35,1,3,0,4
Karnataka,Chamarajanagara,Multiple Sclerosis,35-60,3,0,0,3
Karnataka,Chamarajanagara,Multiple Sclerosis,60-80,3,1,0,4
Karnataka,Chamarajanagara,Muscular Dystrophy,Jun-15,2,0,0,2
Karnataka,Chamarajanagara,Muscular Dystrophy,15-35,4,4,0,8
Karnataka,Chamarajanagara,Muscular Dystrophy,35-60,3,2,0,5
Karnataka,Chamarajanagara,Muscular Dystrophy,60-80,2,0,0,2
Karnataka,Chamarajanagara,Parkinson'S Disease,Jun-15,0,0,0,0
Karnataka,Chamarajanagara,Parkinson'S Disease,35-60,5,0,0,5
Karnataka,Chamarajanagara,Parkinson'S Disease,60-80,2,1,0,3
Karnataka,Chamarajanagara,Sickle Cell Disease,0-6,2,0,0,2
Karnataka,Chamarajanagara,Sickle Cell Disease,Jun-15,8,5,0,13
Karnataka,Chamarajanagara,Sickle Cell Disease,15-35,1,11,0,12
Karnataka,Chamarajanagara,Sickle Cell Disease,35-60,1,1,0,2
Karnataka,Chamarajanagara,Specific Learning Disabilities,Jun-15,0,0,0,0
Karnataka,Chamarajanagara,Specific Learning Disabilities,15-35,0,0,0,0
Karnataka,Chamarajanagara,Specific Learning Disabilities,35-60,1,1,0,2
Karnataka,Chamarajanagara,Speech And Language Disability,0-6,0,0,0,0
Karnataka,Chamarajanagara,Speech And Language Disability,Jun-15,4,5,0,9
Karnataka,Chamarajanagara,Speech And Language Disability,15-35,13,13,0,26
Karnataka,Chamarajanagara,Speech And Language Disability,35-60,23,18,0,41
Karnataka,Chamarajanagara,Speech And Language Disability,60-80,4,3,0,7
Karnataka,Chamarajanagara,Thalassemia,Jun-15,3,5,0,8
Karnataka,Chamarajanagara,Thalassemia,15-35,4,1,0,5
Karnataka,Chamarajanagara,Thalassemia,35-60,1,0,0,1
Karnataka,Chikkaballapura,Acid Attack Victim,Jun-15,0,1,0,1
Karnataka,Chikkaballapura,Acid Attack Victim,15-35,0,1,0,1
Karnataka,Chikkaballapura,Acid Attack Victim,35-60,4,6,0,10
Karnataka,Chikkaballapura,Acid Attack Victim,60-80,1,2,0,3
Karnataka,Chikkaballapura,Acid Attack Victim,80+,0,0,0,0
Karnataka,Chikkaballapura,Autism Spectrum Disorder,0-6,1,1,0,2
Karnataka,Chikkaballapura,Autism Spectrum Disorder,Jun-15,11,1,0,12
Karnataka,Chikkaballapura,Autism Spectrum Disorder,15-35,4,2,0,6
Karnataka,Chikkaballapura,Autism Spectrum Disorder,35-60,6,1,0,7
Karnataka,Chikkaballapura,Autism Spectrum Disorder,60-80,1,1,0,2
Karnataka,Chikkaballapura,Autism Spectrum Disorder,80+,0,0,0,0
Karnataka,Chikkaballapura,Blindness,0-6,3,4,0,7
Karnataka,Chikkaballapura,Blindness,Jun-15,41,26,0,67
Karnataka,Chikkaballapura,Blindness,15-35,260,222,0,482
Karnataka,Chikkaballapura,Blindness,35-60,596,372,0,968
Karnataka,Chikkaballapura,Blindness,60-80,271,124,0,395
Karnataka,Chikkaballapura,Blindness,80+,33,15,0,48
Karnataka,Chikkaballapura,Cerebral Palsy,0-6,4,3,0,7
Karnataka,Chikkaballapura,Cerebral Palsy,Jun-15,27,10,0,37
Karnataka,Chikkaballapura,Cerebral Palsy,15-35,41,22,0,63
Karnataka,Chikkaballapura,Cerebral Palsy,35-60,14,7,0,21
Karnataka,Chikkaballapura,Cerebral Palsy,60-80,5,2,0,7
Karnataka,Chikkaballapura,Cerebral Palsy,80+,0,0,0,0
Karnataka,Chikkaballapura,Chronic Neurological Conditions,0-6,3,1,0,4
